id,amount,description,card_type,date,time,bank,full_email,category,created_at
346,38.92,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 425252336954","Visa Debit",2024-09-12,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
347,15.28,"RETAIL PURCHASE 425620399802 MCDONALD'S #412","Visa Debit",2024-09-13,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
348,44.83,"INTL VISA DEB RETAIL PURCHASE Adobe Inc 425710711210","Visa Debit",2024-09-13,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
349,118.0,"E-Transfers 105144355401 Mohamed Malick","Visa Debit",2024-09-16,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
350,81.03,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 426109469567","Visa Debit",2024-09-17,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
351,107.28,"RETAIL PURCHASE 001001001608 MAXI #8634","Visa Debit",2024-09-18,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
352,110.0,"E-Transfers 105148841249 Youlahia","Visa Debit",2024-09-18,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
353,3.44,"RETAIL PURCHASE 000001001068 DEPANNEUR HARRY","Visa Debit",2024-09-23,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
354,23.55,"RETAIL PURCHASE 001001001221 JEAN COUTU 100","Visa Debit",2024-09-27,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
355,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-09-27,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
356,1350.0,"E-Transfers 105165223140 loyer Trembles","Visa Debit",2024-09-29,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
357,7.0,"RETAIL PURCHASE 354001001115 COLLEGE MONTMOR","Visa Debit",2024-10-01,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
358,16.71,"RETAIL PURCHASE 427215135266 VAN HOUTTE","Visa Debit",2024-10-01,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
359,26.13,"RETAIL PURCHASE A9E2AJ320000 LS FiveGuys 197","Visa Debit",2024-10-01,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
360,28.73,"VISA DEBIT RETAIL PURCHASE GOOGLE *TV 427403975772","Visa Debit",2024-10-01,,cibc_debit,"No email content",Entertainment,"2025-02-21 15:40:25"
361,22.28,"INTL VISA DEB RETAIL PURCHASE BB-WIX.COM 427500262069","Visa Debit",2024-10-01,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
362,14.82,"RETAIL PURCHASE 427423376622 MCDONALD'S #412","Visa Debit",2024-10-01,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
363,110.0,"E-Transfers 105167863437 Youlahia","Visa Debit",2024-10-02,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
364,25.29,"RETAIL PURCHASE 001001001091 MAXI CIE #895","Visa Debit",2024-10-03,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
365,9.39,"RETAIL PURCHASE 000001001471 DEPANNEUR HARRY","Visa Debit",2024-10-07,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
366,13.27,"RETAIL PURCHASE 427809371284 TIM HORTONS #48","Visa Debit",2024-10-07,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
367,45.22,"RETAIL PURCHASE 427914096293 WINNERS/HOMESEN","Visa Debit",2024-10-07,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
368,49.46,"RETAIL PURCHASE 427917213440 COUCHE-TARD #11","Visa Debit",2024-10-07,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
369,41.73,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 427902760064","Visa Debit",2024-10-07,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
370,24.02,"RETAIL PURCHASE A9AZR6EB0000 LS FiveGuys 197","Visa Debit",2024-10-07,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
371,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 428100586474","Visa Debit",2024-10-07,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
372,174.76,"RETAIL PURCHASE 428021334020 CENTRE VETERINA","Visa Debit",2024-10-07,,cibc_debit,"No email content",Vet,"2025-02-21 15:40:25"
373,16.09,"RETAIL PURCHASE 428022403359 MCDONALD'S #412","Visa Debit",2024-10-07,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
374,175.78,"VISA DEBIT RETAIL PURCHASE Sendwave 428114442884","Visa Debit",2024-10-07,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
375,250.0,"INTERNET BILL PAY 000000134439 FAIRSTONE - RETAIL FINANC","Visa Debit",2024-10-08,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
376,6.89,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 428323066109","Visa Debit",2024-10-10,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
377,146.94,"VISA DEBIT RETAIL PURCHASE INTERCAR 428503510659","Visa Debit",2024-10-11,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
378,39.37,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 428518333563","Visa Debit",2024-10-11,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
379,14.0,"RETAIL PURCHASE 000044303171 TRANSPORTS ILO","Visa Debit",2024-10-15,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
380,20.34,"RETAIL PURCHASE 652001001049 BOULANGERIE PAT","Visa Debit",2024-10-15,,cibc_debit,"No email content",Food,"2025-02-21 15:40:25"
381,48.33,"VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 428617233930","Visa Debit",2024-10-15,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
382,44.83,"INTL VISA DEB RETAIL PURCHASE ADOBE 428709761420","Visa Debit",2024-10-15,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
383,79.28,"VISA DEBIT RETAIL PURCHASE TC MEDIA LIVRES 428760337938","Visa Debit",2024-10-15,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
384,15.68,"RETAIL PURCHASE 428716466930 VAN HOUTTE","Visa Debit",2024-10-15,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
385,6.03,"RETAIL PURCHASE 000047304152 PASTA TUTTI GIO","Visa Debit",2024-10-15,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
386,1.39,"INTL VISA DEB RETAIL PURCHASE STP*V*doc.pdfgu 428745101744","Visa Debit",2024-10-15,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
387,17.2,"RETAIL PURCHASE 428815462998 JUGO JUICE JUG2","Visa Debit",2024-10-15,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
388,54.04,"RETAIL PURCHASE 123001001080 LA GRANDE ROUE","Visa Debit",2024-10-15,,cibc_debit,"No email content",Entertainment,"2025-02-21 15:40:25"
389,110.0,"E-Transfers 105184555422 Youlahia","Visa Debit",2024-10-16,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
390,14.02,"RETAIL PURCHASE 429002479257 MCDONALD'S #412","Visa Debit",2024-10-17,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
391,250.0,"INTERNET BILL PAY 000000229743 FAIRSTONE - RETAIL FINANC","Visa Debit",2024-10-17,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
392,46.96,"VISA DEBIT RETAIL PURCHASE Sendwave 429118294650","Visa Debit",2024-10-17,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
393,100.0,"E-Transfers 105186968417 SAPIETOU NDIAYE","Visa Debit",2024-10-18,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
394,416.58,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 429211356417","Visa Debit",2024-10-18,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
395,66.0,"INTL VISA DEB RETAIL PURCHASE COURSERA.ORG 429219109088","Visa Debit",2024-10-18,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
396,92.94,"VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 429218267871","Visa Debit",2024-10-21,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
397,11.75,"RETAIL PURCHASE 429400426829 SPAQ - CHU STE-","Visa Debit",2024-10-21,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
398,15.85,"RETAIL PURCHASE 000096308447 BOUSTAN COTE DE","Visa Debit",2024-10-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
399,12.68,"RETAIL PURCHASE 429511222778 MCDONALD'S #412","Visa Debit",2024-10-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
400,14.36,"RETAIL PURCHASE 429521378941 MCDONALD'S #412","Visa Debit",2024-10-22,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
401,22.76,"INTL VISA DEB RETAIL PURCHASE BB-WIX.COM 429604820407","Visa Debit",2024-10-22,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
402,22.11,"RETAIL PURCHASE 001001001436 MAXI #8634","Visa Debit",2024-10-25,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
403,40.0,"RETAIL PURCHASE 307001001039 CENTRE DE SERVI","Visa Debit",2024-10-28,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
404,4.46,"RETAIL PURCHASE 430016215736 COUCHETARD #186","Visa Debit",2024-10-28,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
405,15.68,"RETAIL PURCHASE 430017261446 VAN HOUTTE","Visa Debit",2024-10-28,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
406,21.67,"RETAIL PURCHASE 000079305464 SPICE BROS PLAC","Visa Debit",2024-10-28,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
407,46.0,"E-Transfers 105199239340 SAPIETOU NDIAYE","Visa Debit",2024-10-28,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
408,50.0,"E-Transfers 105199229902 SAPIETOU NDIAYE","Visa Debit",2024-10-28,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
409,110.0,"E-Transfers 105201765595 Youlahia","Visa Debit",2024-10-30,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
410,239.98,"INTL VISA DEB RETAIL PURCHASE ViatorTripadv 430417244058","Visa Debit",2024-10-30,,cibc_debit,"No email content",Entertainment,"2025-02-21 15:40:25"
411,70.0,"E-Transfers 105202178441 One-time contact","Visa Debit",2024-10-31,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
412,14.02,"RETAIL PURCHASE 430419475345 MCDONALD'S #412","Visa Debit",2024-10-31,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
413,100.0,"E-Transfers 105203208612 window","Visa Debit",2024-10-31,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
414,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-10-31,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
415,1350.0,"E-Transfers 105204415144 loyer Trembles","Visa Debit",2024-10-31,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
416,69.0,"RETAIL PURCHASE 275190747092 SQ *CORPORATION","Visa Debit",2024-11-04,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
417,42.7,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 431002351206","Visa Debit",2024-11-06,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
418,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 431200722665","Visa Debit",2024-11-07,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
419,53.99,"VISA DEBIT RETAIL PURCHASE UBER* EATS PEND 431318203256","Visa Debit",2024-11-08,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
420,40.0,"RETAIL PURCHASE 320001001049 CENTRE DE SERVI","Visa Debit",2024-11-08,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
421,7.0,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 431423712510","Visa Debit",2024-11-12,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
422,36.01,"VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 431510218534","Visa Debit",2024-11-12,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
423,39.81,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 431519004706","Visa Debit",2024-11-12,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
424,37.93,"RETAIL PURCHASE 001001001819 JEAN COUTU 100","Visa Debit",2024-11-12,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
425,15.17,"RETAIL PURCHASE 000004302474 BOUCHERIE ST FR","Visa Debit",2024-11-12,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
426,15.38,"RETAIL PURCHASE 000004302484 BOUCHERIE ST FR","Visa Debit",2024-11-12,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
427,43.45,"VISA DEBIT RETAIL PURCHASE TEMU.COM 431618371189","Visa Debit",2024-11-12,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
428,44.83,"INTL VISA DEB RETAIL PURCHASE ADOBE 431811576045","Visa Debit",2024-11-13,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
429,110.0,"E-Transfers 105220423715 Youlahia","Visa Debit",2024-11-13,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
430,66.0,"INTL VISA DEB RETAIL PURCHASE COURSERA.ORG 432319124025","Visa Debit",2024-11-18,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
431,116.24,"VISA DEBIT RETAIL PURCHASE Sendwave 432419750566","Visa Debit",2024-11-19,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
432,500.0,"INTERNET BILL PAY 000000125273 FAIRSTONE - RETAIL FINANC","Visa Debit",2024-11-20,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
433,25.0,"VISA DEBIT RETAIL PURCHASE PAYPAL *CDEM 432521508128","Visa Debit",2024-11-20,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
434,2.0,"VISA DEBIT RETAIL PURCHASE GOOGLE *CHROME 432504247646","Visa Debit",2024-11-20,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
435,25.0,"VISA DEBIT RETAIL PURCHASE PAYPAL *CDEM 432521548476","Visa Debit",2024-11-20,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
436,40.0,"RETAIL PURCHASE 334001001048 CENTRE DE SERVI","Visa Debit",2024-11-22,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
437,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-11-29,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
438,1350.0,"E-Transfers 105242417148 loyer Trembles","Visa Debit",2024-11-29,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
439,110.0,"E-Transfers 105241519759 Youlahia","Visa Debit",2024-12-02,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
440,17.25,"VISA DEBIT RETAIL PURCHASE LE CIRCUIT ELEC 433601787558","Visa Debit",2024-12-02,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
441,174.55,"PREAUTHORIZED DEBIT PRYSM ASSURANCE GENERALE","Visa Debit",2024-12-02,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
442,5.6,"RETAIL PURCHASE 698001001010 BOULANGERIE PAT","Visa Debit",2024-12-03,,cibc_debit,"No email content",Food,"2025-02-21 15:40:25"
443,9.92,"RETAIL PURCHASE 433811144539 MCDONALD'S #412","Visa Debit",2024-12-03,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
444,9.92,"RETAIL PURCHASE 433910357264 MCDONALD'S #412","Visa Debit",2024-12-04,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
445,9.92,"RETAIL PURCHASE 434009215999 MCDONALD'S #412","Visa Debit",2024-12-05,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
446,43.23,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 434002338432","Visa Debit",2024-12-06,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
447,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 434200810078","Visa Debit",2024-12-09,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
448,7.12,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 434423738255","Visa Debit",2024-12-10,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
449,40.52,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 434519500899","Visa Debit",2024-12-10,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
450,72.2,"RETAIL PURCHASE 001001001040 MAXI #8634","Visa Debit",2024-12-11,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
451,110.0,"E-Transfers 105258767846 Youlahia","Visa Debit",2024-12-12,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
452,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 434710794861","Visa Debit",2024-12-13,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
453,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 434710794993","Visa Debit",2024-12-13,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
454,44.83,"INTL VISA DEB RETAIL PURCHASE Adobe Inc 434811288877","Visa Debit",2024-12-13,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
455,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 434910968904","Visa Debit",2024-12-16,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
456,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 435011010633","Visa Debit",2024-12-16,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
457,10.0,"VISA DEBIT RETAIL PURCHASE LE CIRCUIT ELEC 435021741222","Visa Debit",2024-12-16,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
458,12.75,"RETAIL PURCHASE 435021363710 MCDONALD'S #412","Visa Debit",2024-12-16,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
459,4.07,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 435210363233","Visa Debit",2024-12-17,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
460,20.0,"VISA DEBIT RETAIL PURCHASE LE CIRCUIT ELEC 435302789512","Visa Debit",2024-12-18,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
461,66.0,"INTL VISA DEB RETAIL PURCHASE COURSERA.ORG 435319361330","Visa Debit",2024-12-18,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
462,93.7,"VISA DEBIT RETAIL PURCHASE Sendwave 435423719758","Visa Debit",2024-12-20,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
463,20.76,"RETAIL PURCHASE 194755211220 RESTAURANT ALI","Visa Debit",2024-12-20,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
464,20.0,"VISA DEBIT RETAIL PURCHASE LE CIRCUIT ELEC 435706693524","Visa Debit",2024-12-23,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
465,250.0,"INTERNET BILL PAY 000000123337 FAIRSTONE - RETAIL FINANC","Visa Debit",2024-12-23,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
466,61.19,"VISA DEBIT RETAIL PURCHASE Sendwave 435820314015","Visa Debit",2024-12-23,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
467,101.81,"RETAIL PURCHASE 435919115130 SAFE BAG","Visa Debit",2024-12-27,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
468,18.01,"RETAIL PURCHASE 435920459044 MCDONALD'S #412","Visa Debit",2024-12-27,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
469,7.36,"RETAIL PURCHASE 435921124184 MCDONALD'S #412","Visa Debit",2024-12-27,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
470,150.0,"E-Transfers 105275305761 Youlahia","Visa Debit",2024-12-27,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
472,12.0,"RETAIL PURCHASE 436415130049 JOE'S PANINI","Visa Debit",2024-12-30,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
473,46.31,"RETAIL PURCHASE 001001001999 MAXI #8634","Visa Debit",2024-12-30,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
474,1350.0,"E-Transfers 105280292818 loyer Trembles nouveau","Visa Debit",2024-12-30,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
475,103.99,"ATM WITHDRAWAL INTERAC/TNS SCD 1127","Visa Debit",2024-12-30,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
476,271.38,"PREAUTHORIZED DEBIT CIAL FAIRSTONE FINANCIAL","Visa Debit",2024-12-30,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
478,447.91,"PREAUTHORIZED DEBIT VERS PRT BRC","Visa Debit",2024-12-31,,cibc_debit,"No email content",Debt,"2025-02-21 15:40:25"
479,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-12-31,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
513,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-01-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
514,243.65,"THE HOME DEPOT #7224 ST-JN-SR-RICH CAN",Neo,2024-01-01,,neo_credit,"No email content","Home Improvement","2025-02-21 15:40:42"
518,73.94,"asos.com London GBR",Neo,2024-02-22,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
519,82.99,"HTTP://WWW.BOOHOO.COM/ ONLINE GBR",Neo,2024-02-21,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
520,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-02-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
521,34.31,"HM Carrefour Laval Laval CAN",Neo,2024-02-17,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
522,376.11,"CLINIQUE VETERINAIRE L LAVAL CAN",Neo,2024-02-15,,neo_credit,"No email content",Vet,"2025-02-21 15:40:42"
523,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-01-27,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
524,320.0,"CLINIQUE VETERINAIRE L LAVAL CAN",Neo,2024-03-19,,neo_credit,"No email content",Vet,"2025-02-21 15:40:42"
525,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-03-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
526,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-02-27,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
527,55.95,"ASOS.COM 02077561000 GBR",Neo,2024-04-18,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
528,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-04-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
529,91.01,"CLINIQUE VETERINAIRE L LAVAL CAN",Neo,2024-04-16,,neo_credit,"No email content",Vet,"2025-02-21 15:40:42"
530,156.29,"WWW.OXKNIT.COM 8618620445771 HKG (USD -113.46)",Neo,2024-04-14,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
531,8.29,"MAXI #8634 LAVAL CAN",Neo,2024-04-12,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
532,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-03-27,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
533,28.01,"SHELL FORT LEE USA (USD -20.48)",Neo,2024-05-21,,neo_credit,"No email content",Transport,"2025-02-21 15:40:42"
534,54.24,"SUNOCO 0267542900 CATSKILL USA (USD -39.75)",Neo,2024-05-19,,neo_credit,"No email content",Transport,"2025-02-21 15:40:42"
535,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-05-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
536,186.26,"LULULEMON #00517 LAVAL CAN",Neo,2024-05-11,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
537,961.59,"Amazon.ca AMAZON.CA CAN",Neo,2024-05-05,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
538,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-04-28,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
539,24.23,"MCDONALD'S #41226 LAVAL CAN",Neo,2024-06-20,,neo_credit,"No email content","Fast Food","2025-02-21 15:40:42"
540,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-06-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
541,19.69,"MAXI #8634 LAVAL CAN",Neo,2024-06-16,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
542,12.48,"BOULANGERIE PATISSERIE Laval CAN",Neo,2024-06-16,,neo_credit,"No email content",Food,"2025-02-21 15:40:42"
543,13.43,"MCDONALD'S #41226 LAVAL CAN",Neo,2024-06-12,,neo_credit,"No email content","Fast Food","2025-02-21 15:40:42"
544,27.74,"MAXI #8634 LAVAL CAN",Neo,2024-06-11,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
545,22.13,"DOLLARAMA # 65 LAVAL CAN",Neo,2024-06-09,,neo_credit,"No email content",Shopping,"2025-02-21 15:40:42"
546,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-05-27,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
547,179.36,"BRILLIANT.ORG - EDU +16504682966 USA",Neo,2024-05-25,,neo_credit,"No email content",Education,"2025-02-21 15:40:42"
548,20.31,"MCDONALD'S #41226 LAVAL CAN",Neo,2024-07-22,,neo_credit,"No email content","Fast Food","2025-02-21 15:40:42"
549,6.19,"SHELL C81580 LAVAL CAN",Neo,2024-07-21,,neo_credit,"No email content",Convenience,"2025-02-21 15:40:42"
550,21.53,"KORYO KOREAN BARBEQUE LAVAL CAN",Neo,2024-07-20,,neo_credit,"No email content",Restaurant,"2025-02-21 15:40:42"
551,28.69,"EQUIFAX CANADA CO. 855-233-9226 CAN",Neo,2024-07-17,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
552,30.11,"ESSO COUCHE-TARD MONTREAL CAN",Neo,2024-07-08,,neo_credit,"No email content",Transport,"2025-02-21 15:40:42"
553,14.94,"GOOGLE *YouTubePremium 650-253-0000 CAN",Neo,2024-06-27,,neo_credit,"No email content",Subscription,"2025-02-21 15:40:42"
554,112.66,"MAXI #8634 LAVAL CAN",Neo,2024-06-27,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
555,16.76,"MAXI #8634 LAVAL CAN",Neo,2024-06-27,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
